@relation 'Ant17ALLModels-weka.filters.unsupervised.attribute.Remove-R1-24,26-46'

@attribute 'd(LOC, Ce)' numeric
@attribute #Risk numeric

@data
3765.162679,0
4474.114438,0
4406.102132,0
4436.082168,0
4359.11023,0
4450.129886,0
4477.136808,0
3600.073471,0
4394.131541,0
4521.143329,0
4521.143329,0
4386.139647,0
4346.11056,3
3931.073263,0
4053.118552,0
4329.118271,0
4434.138135,0
4380.139838,0
4238.062411,0
4377.109777,0
3441,6
4328.141518,0
4437.115392,0
4447.108049,0
4412.116046,0
4400.109203,0
4430.130472,0
4446.115158,0
4467.137115,0
3636.026953,0
4034.077466,0
4473.114463,2
4397.095632,0
4459.107758,0
3681.114233,0
4329.090551,3
4280.105139,0
4086.095936,3
3643.066428,0
4260.160678,0
4412.116046,0
4516.143488,0
4422.146538,0
4438.115366,0
4420.154862,0
4538.134969,0
4337.090384,0
4267.119989,0
4387.156026,0
4493.121187,0
4522.151369,0
4540.142729,0
2699.081696,10
4048.103877,0
4406.12358,0
4405.155389,0
4411.131034,0
4405.123608,0
4470.11454,0
4537.142823,0
4206.154063,0
4437.130266,0
4351.096643,0
4354.132749,1
4501.143966,0
4451.12233,0
4252.092191,0
4411.146903,0
4227.161932,1
3507.119901,0
3704.043736,0
4359.089928,3
4429.082298,0
3989.040611,0
4406.116204,0
3829.063201,3
4257.160791,0
4356.148758,8
3495.089412,0
3663.1769,0
3816.095518,0
4344.125343,0
4412.138824,0
3753.097121,0
4436.130296,0
4529.12762,0
4049.065324,0
4275.091695,0
3734.10498,0
4447.115132,0
4153.139174,0
3317.021706,3
4136.139746,3
4410.123468,0
3870.046641,0
4026.044833,4
4398.095611,0
3763.06431,0
3287.17584,0
2999.09603,0
3750.104532,4
4022.104549,3
1604.015274,6
4539.13494,0
4324.125923,0
4078.150193,0
3897.131381,0
4196.129764,0
2980.042953,9
4400.131362,0
4343.103614,0
3800.069605,5
3968.066658,0
4349.103471,0
4200.137617,0
4286.134856,0
2713.041467,8
3758.08994,0
4378.109752,0
4465.121947,0
3685.078154,6
3730.120641,6
3982.084881,0
4327.118325,0
3926.092841,0
2157.011358,14
3660.085382,6
3520.056818,4
4212.121556,0
4084.064764,0
4531.143013,0
4495.128585,0
3662.019661,3
3916.130743,0
3925.130444,0
4164.115392,0
4230.086169,0
3128.035965,0
3506.009127,3
3389.021245,0
3521.11133,0
4222.047371,0
4007.077988,0
3408.091695,0
3667.085219,0
2789.112045,11
2238.162863,3
3621.060894,0
3402.071134,0
3520.081817,0
2443.016578,0
3926.147221,0
3641.066465,5
2213.000904,6
3992.078281,6
4196.137748,0
4075.064907,0
4267.098546,0
3255.177568,0
4276.11237,0
4179.052763,0
4262.105583,3
4401.095545,0
3573.181356,3
1837.00245,6
4404.102179,0
4407.147036,0
4160.155766,0
4058.059635,0
4335.090426,3
4157.053043,3
4169.107938,0
4072.150415,0
4295.159368,0
4466.137145,0
4327.118325,0
4451.115029,0
4348.117754,0
4372.124541,0
4398.155636,0
4263.135583,0
4300.14244,0
4376.117,0
4486.128843,0
4384.116787,0
4469.107517,0
4471.100647,0
4465.129449,0
4249.113084,7
4456.107831,3
4522.135447,0
4506.120837,0
4516.127988,0
4237.016993,6
4193.043048,3
3271.022012,0
4214.014357,0
3446.032646,0
3287.018406,3
2830.077914,0
3510.024074,6
3174.076244,0
4166.100935,0
3955.085461,0
3745.053404,0
4070.125797,0
3329.048663,10
4144.115949,0
4013.112134,0
3374.065352,0
3345.079072,0
3321.079644,0
3653.085545,0
4291.119318,0
4180.122486,0
4236.079792,0
4155.101202,3
3311.102082,0
4026.097366,0
4337.022596,0
4251.128086,0
3831.095144,4
3664.054585,0
4270.112528,0
4024.077658,0
3719.098009,0
4241.128388,0
3691.147518,0
3966.13729,0
3943.12186,7
4231.113565,0
4357.09651,0
34,0
3741.076984,0
4356.110306,0
3834.075117,0
3537.173165,3
3503.111902,3
4350.022529,0
4328.090572,0
4229.079924,0
3706.138152,0
2424.082507,9
4343.025904,0
4226.068149,0
4185.107526,0
4151.1013,6
4080.054044,3
3852.159005,3
4038.035785,0
4301.097767,0
4352.077665,0
2435.23736,0
4122.102012,0
4043.071234,0
4334.110866,0
4339.117998,0
4272.119849,0
4388.147673,0
4193.074528,0
4132.131774,0
4308.104456,0
4197.129734,0
4091.109996,0
3918.122637,0
3910.051151,7
4342.125401,0
4090.064669,0
4433.094856,0
4292.126862,0
3535.088401,0
4003.153007,0
4287.134824,0
4244.120639,0
4352.013902,0
4358.140544,4
3564.045454,0
4376.096091,0
4443.094642,0
4407.116177,0
3936.155612,0
4086.082721,0
4073.10324,0
4301.091141,0
4321.1112,1
4339.110738,0
4450.107976,0
3921.174569,0
4465.094176,0
4327.111045,0
3863.074553,0
4141.147908,0
4015.112078,0
4165.108042,0
4188.080706,0
3887.166706,0
4081.096054,3
4149.108458,0
4255.120327,0
4272.085322,0
3975.06654,0
3838.141868,0
4432.115522,0
4182.122428,0
4176.122604,0
4219.113888,0
4164.108068,0
4208.099928,0
4431.101556,0
4232.106331,0
4234.106281,0
4239.106156,0
4380.156276,0
3737.070778,0
4277.098315,0
4210.074227,0
4278.105188,0
4332.090488,0
4360.140479,0
4398.116415,0
4447.101191,0
4054.083374,4
4395.139361,0
4358.117484,0
4289.104918,0
4292.091332,0
4256.105732,0
4243.161321,0
4419.130797,0
4186.1075,0
4196.100213,0
4300.10465,0
4155.108302,0
4311.134074,0
4400.123748,0
4416.138698,0
4385.156098,0
4307.10448,0
4161.115475,0
4394.102411,0
4307.15045,0
3955.099114,0
4417.070749,0
4210.09988,0
4357.103281,0
4435.088387,0
4385.124172,0
4419.088707,0
4372.117107,0
4172.087367,0
4339.103709,0
4446.108073,0
4359.157029,0
4281.091566,0
4444.130061,0
4164.069164,0
4395.147438,0
4393.095719,0
4466.107589,0
4324.111123,0
4438.13801,0
4318.111277,0
4363.103139,0
4259.112818,0
4433.122827,0
4433.122827,0
4433.122827,0
4218.106684,0
4398.102318,0
4317.126127,0
4280.112265,0
4260.143777,0
4296.142572,0
4396.131481,0
4381.116867,0
4453.145517,0
4261.062074,0
4243.128327,0
4412.116046,0
4232.136576,0
4281.091566,0
3859.080979,0
4283.127129,0
4431.122883,0
4429.146306,3
4443.122551,0
4470.11454,0
4098.082478,0
4432.146207,0
4458.107782,0
4421.108684,0
4139.1237,0
4378.116947,0
4457.129682,0
4142.131456,0
4350.103447,0
4485.128872,0
4405.131213,0
4385.11676,0
4364.140351,0
4416.146737,0
4389.124058,0
4382.131901,0
4338.103733,0
4370.089702,0
4451.12233,0
3975.145406,3
4163.11542,0
4196.080552,3
4330.125749,0
4475.144802,0
4310.104407,0
4137.131615,0
4294.084885,0
4490.128729,0
4395.082934,0
4432.101533,0
4452.137576,0
4205.093221,0
4400.109203,0
4404.09548,0
4489.121295,0
4489.121295,0
4375.109827,0
4320.111225,0
4499.152142,0
4464.100805,0
4213.129241,0
4465.137176,0
4493.136321,0
4484.114182,0
4495.121133,0
4464.137207,0
4270.160301,0
3434.199324,0
4374.077274,0
4466.087773,3
4290.126921,0
4385.139679,0
4497.1362,0
4498.152176,0
4320.066666,0
4356.117537,3
4346.096755,0
4339.157752,0
4162.10812,4
4488.107062,0
4472.144899,0
4531.143013,0
4369.124626,0
4389.116654,0
4408.102086,0
4356.140608,0
4408.116151,0
4426.123021,0
4305.126479,0
4483.144544,0
4336.090405,0
4492.144254,0
4331.14142,0
4323.141682,0
4437.115392,0
4436.154303,0
4346.103542,0
4355.125027,4
4168.155467,0
4490.136412,0
4467.153232,0
4471.153095,0
4391.131631,0
4325.104045,0
4527.151201,0
4406.139013,0
4422.10866,0
4444.08202,0
4440.145944,0
4481.152753,0
4489.136443,0
4514.143551,0
4489.136443,0
4489.136443,0
4519.127903,0
4415.130915,0
4459.107758,0
4434.130354,0
4416.138698,0
4292.097972,0
