@relation 'Ant14-Arrondi3-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-unset-class-temporarily'

@attribute #BugsBinary {0,1}
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric

@data
1,-0.466178,0.846012,0.649715,0.579934,0.779133,-0.415499,-0.349703,-0.430236,0.071827,0.631407
0,0.895155,0.907597,0.832406,0.774495,0.823294,0.899227,0.904868,0.898321,0.714279,0.803902
0,0.825325,-1,-1,-0.330229,-1,0.837309,0.850015,0.835588,0.673123,-0.37532
0,0.992501,0.99999,0.966328,0.814337,0.83802,0.992059,0.993125,0.992041,0.831423,0.819171
0,0.995612,0.989724,0.967651,0.922369,0.941098,0.995607,0.996066,0.995627,0.899918,0.931916
0,1,0.99999,1,1,1,1,1,1,1,1
0,0.700833,0.958926,0.88367,0.792976,0.867471,0.711903,0.726455,0.709108,0.637118,0.850378
0,0.873397,0.979458,0.940676,0.927232,0.970549,0.878275,0.884323,0.877005,0.831423,0.93699
0,0.932514,0.99999,0.990099,0.986082,1,0.935084,0.938247,0.934368,0.954182,0.985386
0,-0.584647,0.753639,0.586395,0.531607,0.631922,-0.531048,-0.459254,-0.54761,0.462976,0.537502
0,0.97847,0.989724,0.977375,0.973605,0.985275,0.979322,0.980396,0.979094,0.954182,0.972394
0,0.985867,0.979458,0.91385,0.850457,0.926373,0.986265,0.987257,0.986115,0.705223,0.843503
1,-0.16583,0.958926,0.847735,0.455089,0.543525,-0.127508,-0.071655,-0.138883,0.31837,0.550926
0,0.558972,0.989724,0.953509,0.927232,0.970549,0.575505,0.596132,0.570992,0.822782,0.95019
0,0.680978,0.99999,0.957232,0.850842,0.896922,0.692483,0.707807,0.689642,0.737249,0.936648
0,0.925564,0.94866,0.911805,0.285097,0.145922,0.925656,0.932366,0.924865,0.88576,0.255938
0,-0.485813,0.989724,0.906186,0.781225,0.882196,-0.437474,-0.372302,-0.451743,0.520706,0.879665
0,0.936693,0.989724,0.967651,0.934861,0.955824,0.938996,0.942129,0.938535,0.883539,0.971085
0,0.892567,0.969192,0.947017,0.954226,0.970549,0.896819,0.90198,0.895683,0.931334,0.952155
1,-0.90836,-0.17028,-0.754439,-1,-0.766748,-0.838387,-0.740726,-0.858171,-0.60868,-1
0,0.961243,0.630418,0.521179,0.274645,0.131197,0.962767,0.96764,0.962386,0.877046,0.245104
1,0.399553,0.887075,0.771882,0.569952,0.646618,0.42134,0.450976,0.41553,0.497589,0.643848
1,0.839771,0.938394,0.875515,0.818971,0.867471,0.84584,0.853909,0.844354,0.745621,0.850378
1,0.653784,0.866533,0.737733,0.557018,0.646588,0.666536,0.684281,0.663144,0.459925,0.59066
0,0.814262,-0.468022,-0.806944,-0.267244,-0.472533,0.826305,0.839169,0.824526,0.491414,-0.285062
1,0.837628,0.938394,0.899054,0.87805,0.896922,0.843919,0.851936,0.842414,0.852611,0.911691
0,0.998826,0.989724,0.982312,0.8819,0.867471,0.998371,0.999007,0.998422,0.968779,0.889681
1,0.461904,0.917863,0.836306,0.78663,0.852745,0.482192,0.507816,0.477269,0.629649,0.897062
0,0.200067,0.958926,0.901236,0.84424,0.896922,0.229442,0.266715,0.221673,0.713937,0.929996
1,0.574628,0.958936,0.867073,0.755358,0.85276,0.590294,0.610741,0.586515,0.513041,0.866034
0,0.862367,0.948671,0.897567,0.844967,0.882211,0.867549,0.874436,0.866662,0.753628,0.943375
1,0.704542,0.907607,0.810367,0.729206,0.808598,0.715731,0.730292,0.713587,0.533375,0.89175
0,0.997755,0.989724,0.977375,0.936316,0.941098,0.997668,0.998014,0.997711,0.937656,0.94647
0,0.823073,0.979458,0.959741,0.83055,0.823294,0.829146,0.838138,0.828052,0.853417,0.965162
1,0.051227,0.897351,0.819546,0.649807,0.676084,0.085057,0.130369,0.076475,0.646931,0.817102
0,0.862797,0.989734,0.972479,0.867398,0.8675,0.867479,0.874436,0.866589,0.871163,0.965162
0,0.839352,1,0.98523,0.879732,0.882211,0.844878,0.852881,0.843674,0.877681,0.965162
0,0.9293,1,0.990099,0.899226,0.896936,0.931509,0.935233,0.931172,0.9079,0.972394
0,0.960363,1,0.990099,0.91156,0.911662,0.961463,0.96367,0.961383,0.914906,0.972394
0,0.762287,1,0.990099,0.874613,0.867485,0.770624,0.782293,0.768693,0.894743,0.972394
0,0.871472,1,0.990099,0.874613,0.867485,0.875724,0.882278,0.874921,0.894743,0.972394
0,0.803914,0.989734,0.967651,0.847905,0.85276,0.810736,0.820512,0.809306,0.841309,0.958003
0,0.964647,1,0.990099,0.91156,0.911662,0.965586,0.967591,0.96555,0.914906,0.972394
0,0.906809,0.99999,0.980416,0.897457,0.911647,0.909936,0.914647,0.909367,0.861106,0.971085
0,0.975359,0.99999,0.990099,0.948722,0.955824,0.976093,0.977417,0.975968,0.929796,0.972394
0,0.998725,0.979458,0.969629,0.8819,0.867471,0.998371,0.999007,0.998422,0.968779,0.889681
0,0.916131,0.969192,0.900908,0.773924,0.83802,0.918875,0.92343,0.91839,0.622863,0.843503
0,0.963576,0.99999,0.980416,0.934861,0.955824,0.964758,0.966646,0.964509,0.891594,0.958003
0,0.964647,0.99999,0.990099,0.948722,0.955824,0.965788,0.967615,0.96555,0.929796,0.972394
0,0.975359,0.99999,0.990099,0.948722,0.955824,0.976093,0.977417,0.975968,0.929796,0.972394
0,0.896101,0.99999,0.98523,0.941763,0.955824,0.89984,0.904893,0.898879,0.914613,0.965162
