@relation 'Ant14-Arrondi3-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30'

@attribute #BugsBinary numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric

@data
1,687,180.001,183.967,126.827,121.001,673.951,663.365,674.681,43.909,130.648
0,1951.882,186,197.363,140.471,124,1946.953,1943.148,1947.081,70.228,142.239
0,1887,0.181,63,63,0.181,1887,1887.193,1887,68.542,63
0,2042.331,195,207.183,143.265,125,2036.839,2033.179,2036.839,75.027,143.265
0,2045.222,194,207.28,150.841,132,2040.274,2036.179,2040.274,77.833,150.841
0,2049.299,195,209.652,156.285,136,2044.528,2040.192,2044.462,81.933,155.416
0,1771.328,191,201.122,141.767,127,1765.574,1761.15,1765.866,67.067,145.362
0,1931.666,193,205.302,151.182,134,1926.666,1922.19,1926.666,75.027,151.182
0,1986.594,195,208.926,155.309,136,1981.672,1977.198,1981.604,80.056,154.434
0,576.925,171.003,179.324,123.438,111.004,562.069,551.613,562.268,59.933,124.338
0,2029.294,194,207.993,154.434,135,2024.506,2020.194,2024.44,80.056,153.561
0,2036.167,193,203.335,145.798,131,2031.229,2027.193,2031.164,69.857,144.9
1,966.069,191,198.487,118.072,105.001,952.803,947.001,953.718,54.009,125.24
0,1639.518,194,206.243,151.182,134,1633.505,1628.208,1633.588,74.673,152.069
0,1752.88,195,206.516,145.825,129,1746.77,1742.127,1747.223,71.169,151.159
0,1980.137,190,203.185,106.151,78,1972.543,1971.199,1972.503,77.253,105.418
0,668.757,194,202.773,140.943,128,652.674,640.312,654.083,62.298,147.33
0,1990.477,194,207.28,151.717,133,1985.46,1981.158,1985.595,77.162,153.473
0,1949.478,192,205.767,153.075,134,1944.622,1940.202,1944.554,79.12,152.201
1,276.147,81.004,81.006,16.031,16.021,264.484,264.484,264.834,16.031,21.024
0,2013.288,159,174.542,105.418,77,2008.477,2007.182,2008.438,76.896,104.69
1,1491.394,184.001,192.925,126.127,112.002,1484.232,1480.135,1484.697,61.351,131.484
1,1900.422,189,200.524,143.59,127,1895.26,1891.165,1895.395,71.512,145.362
1,1727.613,182,190.421,125.22,112,1721.647,1718.128,1721.845,59.808,127.91
0,1876.721,52.001,77.156,67.417,36.001,1876.345,1876.129,1876.405,61.098,69.065
1,1898.431,189,202.25,147.733,129,1893.4,1889.152,1893.537,75.895,149.482
0,2048.208,194,208.355,148.003,127,2042.951,2039.179,2042.951,80.654,148.003
1,1549.327,187,197.649,141.322,126,1543.153,1538.117,1543.826,66.761,148.499
0,1306.042,191,202.41,145.362,129,1298.424,1292.171,1299.034,70.214,150.712
1,1654.065,191.001,199.905,139.129,126.001,1647.824,1643.11,1648.455,61.984,146.414
0,1921.417,190.001,202.141,145.413,128.001,1916.28,1912.105,1916.76,71.84,151.611
1,1774.774,186.001,195.747,137.295,123.002,1769.281,1765.064,1770.155,62.817,148.142
0,2047.213,194,207.993,151.819,132,2042.27,2038.166,2042.27,79.379,151.819
0,1884.907,193,206.7,144.402,124,1879.096,1875.077,1879.782,75.928,153.075
1,1167.747,185.002,196.42,131.727,114.003,1158.622,1153.085,1159.973,67.469,143.126
0,1921.817,194.001,207.634,146.986,127.002,1916.213,1912.105,1916.69,76.655,153.075
0,1900.033,195.001,208.569,147.851,128.001,1894.329,1890.117,1894.744,76.922,153.075
0,1983.608,195.001,208.926,149.218,129.001,1978.211,1974.123,1978.543,78.16,153.561
0,2012.47,195.001,208.926,150.083,130.001,2007.214,2003.132,2007.477,78.447,153.561
0,1828.428,195.001,208.926,147.492,127.001,1822.431,1818.11,1822.932,77.621,153.561
0,1929.877,195.001,208.926,147.492,127.001,1924.196,1920.104,1924.67,77.621,153.561
0,1867.106,194.001,207.28,145.619,126.001,1861.27,1857.097,1861.828,75.432,152.594
0,2016.451,195.001,208.926,150.083,130.001,2011.206,2007.132,2011.468,78.447,153.561
0,1962.711,195,208.216,149.094,130,1957.322,1953.124,1957.66,76.243,153.473
0,2026.404,195,208.926,152.689,133,2021.38,2017.155,2021.446,79.057,153.561
0,2048.114,193,207.425,148.003,127,2042.951,2039.179,2042.951,80.654,148.003
0,1971.372,192,202.386,140.431,125,1965.978,1962.083,1966.302,66.483,144.9
0,2015.456,195,208.216,151.717,133,2010.404,2006.168,2010.471,77.492,152.594
0,2016.451,195,208.926,152.689,133,2011.402,2007.156,2011.468,79.057,153.561
0,2026.404,195,208.926,152.689,133,2021.38,2017.155,2021.446,79.057,153.561
0,1952.761,195,208.569,152.201,133,1947.547,1943.174,1947.615,78.435,153.075
0,1995.55,195,208.216,150.841,132,1990.382,1986.145,1990.583,76.844,153.473
1,1333.462,189,197.408,132.85,120.001,1325.443,1320.064,1326.784,58.464,145.619
0,1785.354,192,204.022,146.294,129,1779.681,1775.124,1780.126,72.125,151.611
0,1913.656,192,204.707,149.003,131,1908.501,1904.139,1908.78,74.632,152.532
0,1653.187,192,201.762,135.96,121.001,1646.452,1642.051,1647.54,63.348,148.556
0,803.764,194,206.584,151.648,134,791.427,780.433,791.596,75.611,152.532
1,1684.861,191,201.122,139.979,125,1678.66,1674.119,1679.196,66.098,146.263
0,1354.114,188,196.743,138.708,126.001,1346.906,1341.121,1347.778,60.729,146.932
0,1897.637,191,204.475,151.717,133,1892.679,1888.166,1892.82,77.162,153.473
1,1558.869,192,204.707,146.373,128,1552.286,1547.129,1552.879,73.763,152.532
0,1898.632,191,203.423,145.89,128,1893.332,1889.106,1893.818,72.801,152.069
0,1902.712,192,204.362,145.89,128,1897.323,1893.106,1897.808,72.801,152.069
0,1690.71,190,201.467,146.25,130,1685.022,1680.144,1685.336,70.52,149.817
1,1537.173,185.001,192.72,129.769,118.002,1530.555,1526.064,1531.613,55.785,141.693
