@relation 'Ant13-Arrondi3-weka.filters.unsupervised.attribute.Remove-R1-3,5-20,31-32-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-unset-class-temporarily'

@attribute #BugsBinary {0,1}
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric

@data
1,0.337564,0.840357,0.679289,0.733125,0.823959,0.350979,0.345621,0.350979,0.506298,0.751272
0,0.909567,0.912915,0.809764,0.80988,0.863079,0.911433,0.91095,0.911512,0.664937,0.830729
0,0.853594,-1,-0.832079,-0.086491,-0.936371,0.85842,0.859572,0.858573,0.599242,-0.064107
0,0.993499,0.999985,0.942627,0.85789,0.882639,0.99338,0.993566,0.993428,0.794565,0.866878
0,0.996227,0.985474,0.949866,0.92438,0.94132,0.996233,0.99632,0.996278,0.878897,0.935351
0,1,0.999985,1,1,1,1,1,1,1,1
1,0.76113,0.941939,0.821369,0.771191,0.843519,0.765795,0.764099,0.765944,0.572023,0.818761
0,0.95821,0.999985,0.983133,0.98203,1,0.959051,0.9587,0.959045,0.943681,0.981039
1,-0.305624,0.651749,0.412275,0.50526,0.569756,-0.280171,-0.29124,-0.280295,0.341074,0.517533
0,0.98781,0.970962,0.863013,0.834357,0.92176,0.988001,0.988068,0.988007,0.636807,0.827265
1,0.237156,0.941939,0.821369,0.557426,0.530558,0.251036,0.245468,0.251142,0.499361,0.599255
0,0.935629,0.927427,0.874675,0.343309,0.002435,0.935518,0.936674,0.935596,0.859467,0.339741
1,-0.160736,0.985474,0.872977,0.784924,0.863079,-0.139217,-0.150013,-0.138862,0.54889,0.875382
0,0.945151,0.985474,0.949866,0.92438,0.94132,0.946182,0.945826,0.946304,0.862877,0.962455
0,0.907019,0.970962,0.941414,0.946571,0.96088,0.908918,0.908223,0.908906,0.91558,0.944725
1,-1,-0.305979,-1,-1,-1,-1,-1,-1,-0.764848,-1
1,0.533486,0.883907,0.730878,0.596483,0.628397,0.542381,0.53922,0.542602,0.463382,0.667072
1,0.893839,0.927427,0.842303,0.813621,0.843519,0.895921,0.895349,0.896039,0.721315,0.848606
0,0.745898,0.854869,0.682181,0.59303,0.647918,0.750811,0.749407,0.750878,0.422848,0.607906
