@relation 'Ant17-Arrondi3-weka.filters.unsupervised.attribute.Remove-R1-3,5-18,29-30-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-unset-class-temporarily'

@attribute #BugsBinary {0,1}
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric

@data
0,0.626655,0.976576,0.92281,0.927989,0.967934,0.621534,0.65567,0.621368,0.43241,0.937433
0,0.967174,0.939096,0.916512,0.689686,0.743441,0.964216,0.97026,0.964336,0.879081,0.712737
0,0.934954,0.990626,0.974685,0.952931,0.96793,0.933873,0.94008,0.934117,0.821345,0.986359
0,0.949433,0.99531,0.989567,0.950043,0.959912,0.948399,0.953384,0.94881,0.907232,0.99773
0,0.912391,0.99531,0.981899,0.963573,0.975947,0.911059,0.919228,0.911186,0.842058,0.987431
0,0.955804,0.957831,0.933184,0.942288,0.959912,0.955229,0.959617,0.955262,0.823909,0.956513
0,0.969205,0.999995,0.992166,0.981196,0.987974,0.968777,0.971601,0.968763,0.909475,0.990713
0,0.547539,0.985945,0.93794,0.891949,0.935863,0.540737,0.582412,0.54133,0.416083,0.959339
0,0.929181,0.990626,0.982306,0.982309,0.987974,0.928294,0.934769,0.928317,0.92081,0.996614
0,0.990331,0.99531,0.991138,0.994098,0.995991,0.990349,0.991129,0.990291,0.962791,0.99886
0,0.990331,0.99531,0.991138,0.994098,0.995991,0.990349,0.991129,0.990291,0.962791,0.99886
0,0.924917,0.948461,0.917286,0.929523,0.951894,0.9239,0.931222,0.923866,0.780797,0.938932
1,0.905996,0.98126,0.960283,0.960357,0.975951,0.904719,0.91346,0.904899,0.793346,0.989033
0,0.706305,0.967206,0.924919,0.875253,0.915819,0.70157,0.729291,0.702037,0.551001,0.932745
0,0.765248,0.99531,0.973114,0.952431,0.971938,0.761839,0.783447,0.761972,0.744719,0.981116
0,0.89796,0.99531,0.978921,0.961421,0.975947,0.896429,0.905919,0.89655,0.81421,0.985293
0,0.948471,0.99531,0.98646,0.981196,0.987974,0.947803,0.952521,0.94778,0.909475,0.990713
0,0.922493,0.99531,0.988007,0.982309,0.987974,0.921466,0.92856,0.921431,0.925617,0.991828
0,0.854194,0.995315,0.975991,0.921008,0.943881,0.85161,0.865514,0.852222,0.744415,0.987986
0,0.921049,0.99531,0.988007,0.96799,0.975947,0.919838,0.927215,0.920023,0.907164,0.996614
1,0.471007,0.967206,0.899144,0.769217,0.843661,0.461892,0.511825,0.464021,0.130086,0.948253
0,0.897432,0.990626,0.970267,0.973671,0.987974,0.896109,0.905486,0.896063,0.796837,0.983185
0,0.949914,0.99531,0.984929,0.970539,0.979956,0.949157,0.953842,0.949298,0.879081,0.994403
0,0.954588,0.981256,0.969357,0.966872,0.975947,0.953981,0.958276,0.954069,0.890871,0.985927
0,0.93784,0.990626,0.973203,0.961421,0.975947,0.936909,0.942749,0.937045,0.81421,0.985293
0,0.932114,0.995315,0.981899,0.963573,0.975951,0.931055,0.937421,0.931245,0.842058,0.992226
0,0.9465,0.990626,0.982306,0.982309,0.987974,0.945852,0.950743,0.945883,0.92081,0.996614
0,0.954244,0.99531,0.989567,0.973887,0.979956,0.953547,0.957836,0.95369,0.927843,0.99773
0,0.964394,0.999995,0.990636,0.980093,0.987974,0.963899,0.967164,0.963883,0.89335,0.989612
0,0.564597,0.967206,0.938731,0.842331,0.87974,0.557358,0.598367,0.558447,0.685364,0.947487
0,0.756065,0.99063,0.957683,0.92141,0.951898,0.752286,0.774998,0.752712,0.604183,0.974168
1,0.967281,1,0.993708,0.96799,0.975951,0.966664,0.969816,0.966811,0.911583,0.991828
0,0.930624,0.99063,0.980759,0.957328,0.967934,0.929483,0.936084,0.929726,0.882353,0.990713
0,0.960499,0.99531,0.989567,0.969117,0.975947,0.959835,0.963601,0.960034,0.923458,0.99773
0,0.585879,0.939096,0.885142,0.909989,0.94789,0.580338,0.618374,0.580542,0.508952,0.948356
1,0.89796,0.995315,0.983405,0.945553,0.959916,0.896208,0.905907,0.89655,0.845532,0.988517
0,0.873733,0.929727,0.8959,0.897091,0.923837,0.871816,0.88417,0.871978,0.772532,0.925596
1,0.781061,0.990626,0.95903,0.936798,0.963921,0.777801,0.798081,0.778115,0.633498,0.979952
0,0.568069,0.976571,0.91497,0.86913,0.923833,0.561462,0.60149,0.562116,0.24888,0.941521
0,0.864205,0.939092,0.911863,0.838316,0.871719,0.861356,0.87532,0.861185,0.855433,0.83793
0,0.937886,0.99531,0.988007,0.972764,0.979956,0.936963,0.942749,0.9371,0.911583,0.996614
0,0.987789,0.981256,0.972482,0.959578,0.96793,0.987536,0.98891,0.987477,0.946667,0.964257
0,0.942513,0.976571,0.957541,0.967274,0.979956,0.941841,0.9472,0.94176,0.850171,0.971972
0,0.950166,0.971891,0.954865,0.950332,0.963925,0.949429,0.954286,0.949568,0.862855,0.974144
0,0.941597,0.981256,0.961765,0.951852,0.96793,0.940702,0.946316,0.940567,0.839443,0.951717
0,0.998421,0.985941,0.981343,0.938058,0.947886,0.998008,0.998669,0.998006,0.974109,0.947457
0,0.901761,0.99063,0.965954,0.941818,0.963925,0.900165,0.909457,0.900509,0.714847,0.984905
0,0.868092,0.99063,0.976186,0.968352,0.97996,0.866254,0.878408,0.866365,0.846629,0.992226
0,0.92572,0.981256,0.961765,0.975774,0.987974,0.92488,0.931673,0.924736,0.839443,0.975697
0,0.976858,0.99531,0.988007,0.977534,0.983965,0.976529,0.978694,0.976626,0.916137,0.996614
0,0.990857,0.999995,0.995262,0.997745,1,0.990891,0.991576,0.99078,0.951693,0.99773
0,0.999474,0.99531,0.992722,0.933298,0.943877,0.998932,0.99956,0.998878,0.978933,0.937915
