#Bugs,'d(LOC,FANIN)','d(Qi,FANIN)','d(WMC,FANIN)','d( WMC,CBO)','d(Qi,CBO)','d(LOC, CBO)','d(LOC, Ce)','d(LOC, Ca)','d(WMC, Ce)','d(WMC, Ca)'
-0.287611,-1.221257,0.067815,-0.178892,-0.075456,0.115677,-1.221772,-1.20542,-1.224445,-1.719175,499.288494
-0.287611,0.521118,-0.259947,-0.226315,-2.028592,-2.010294,0.509323,0.517781,0.509605,0.399908,453.56036
-0.287611,0.356253,0.190711,0.211591,0.12894,0.115658,0.356043,0.352468,0.356815,0.125965,509.244539
-0.287611,0.430341,0.231684,0.323594,0.105302,0.03973,0.429423,0.425339,0.431104,0.533452,511.559381
-0.287611,0.240802,0.231684,0.265881,0.216187,0.191587,0.240796,0.238248,0.240875,0.224261,509.463443
-0.287611,0.462938,-0.096102,-0.100798,0.041716,0.03973,0.463925,0.459483,0.463725,0.138135,503.170945
-0.287611,0.531512,0.272657,0.343163,0.360627,0.305479,0.532366,0.525127,0.531988,0.544109,510.131356
-0.287611,-1.626082,0.149785,-0.065028,-0.370838,-0.188016,-1.629927,-1.606692,-1.629118,-1.796622,503.745968
-0.287611,0.326714,0.190711,0.26896,0.369739,0.30548,0.327858,0.323372,0.327491,0.597878,511.331595
-0.287611,0.639608,0.231684,0.335418,0.466368,0.381408,0.641341,0.632091,0.640834,0.797066,511.789019
-0.287611,0.639608,0.231684,0.335418,0.466368,0.381408,0.641341,0.632091,0.640834,0.797066,511.789019
-0.287611,0.304897,-0.178049,-0.220465,-0.062882,-0.036198,0.305664,0.303947,0.304983,-0.066381,499.592834
1.833876,0.208084,0.10881,0.103167,0.189826,0.191623,0.20877,0.206651,0.209091,-0.006872,509.789172
-0.287611,-0.813701,-0.014107,-0.163041,-0.507691,-0.377837,-0.817461,-0.802153,-0.816582,-1.156588,498.334225
-0.287611,-0.512102,0.231685,0.199742,0.124869,0.153623,-0.513007,-0.505505,-0.513551,-0.237529,508.178118
-0.287611,0.166964,0.231684,0.243455,0.198537,0.191587,0.166891,0.165349,0.166879,0.09215,509.027504
-0.287611,0.425418,0.231684,0.300227,0.360627,0.305479,0.42641,0.420613,0.425893,0.544109,510.131356
-0.287611,0.292491,0.231685,0.311863,0.369739,0.30548,0.293368,0.289363,0.292676,0.620689,510.357718
-0.287611,-0.056981,0.231732,0.221409,-0.132662,-0.112088,-0.05952,-0.055975,-0.057244,-0.238978,509.576295
-0.287611,0.285107,0.231684,0.311863,0.252393,0.191587,0.285142,0.281998,0.285556,0.533119,511.331595
3.955363,-2.017683,-0.014114,-0.357041,-1.376749,-1.061197,-2.028219,-1.993341,-2.019992,-3.153429,501.489781
-0.287611,0.164261,0.190711,0.178306,0.298946,0.30548,0.165272,0.162975,0.164413,0.009707,508.599056
-0.287611,0.432803,0.231684,0.288684,0.273286,0.229551,0.433252,0.42785,0.433571,0.399908,510.881591
-0.287611,0.456716,0.108778,0.171459,0.243229,0.191598,0.45762,0.452139,0.457691,0.455835,509.157147
-0.287611,0.371023,0.190711,0.200401,0.198537,0.191587,0.371377,0.367086,0.371617,0.09215,509.027504
-0.287611,0.341722,0.231732,0.265881,0.216187,0.191625,0.34181,0.337902,0.342292,0.224261,510.439027
-0.287611,0.415334,0.190711,0.26896,0.369739,0.305479,0.416555,0.410872,0.416301,0.597878,511.331595
-0.287611,0.454959,0.231684,0.323594,0.300726,0.229551,0.45543,0.449725,0.455775,0.63125,511.559381
-0.287611,0.506893,0.272657,0.331645,0.35159,0.305479,0.507724,0.500822,0.507313,0.467585,509.906854
-0.287611,-1.538797,-0.014107,-0.059073,-0.777495,-0.719514,-1.545963,-1.519302,-1.542573,-0.519156,501.33422
-0.287611,-0.559091,0.190752,0.083611,-0.129388,-0.036165,-0.561262,-0.551787,-0.560369,-0.904268,506.764245
1.833876,0.521664,0.272705,0.354774,0.252393,0.191625,0.521692,0.515351,0.522118,0.554089,510.357718
-0.287611,0.334099,0.190759,0.257297,0.164984,0.115697,0.333867,0.330577,0.334612,0.415439,510.131356
-0.287611,0.486963,0.231684,0.323594,0.261633,0.191587,0.487191,0.481305,0.48785,0.610447,511.559381
-0.287611,-1.429905,-0.259947,-0.462443,-0.222984,-0.074124,-1.429877,-1.409711,-1.430858,-1.356005,501.510718
1.833876,0.166964,0.231732,0.277235,0.068511,0.039769,0.165773,0.165281,0.166879,0.240772,509.684216
-0.287611,0.042999,-0.341893,-0.381457,-0.328697,-0.301909,0.042554,0.046216,0.042638,-0.105559,496.879261
1.833876,-0.43119,0.190712,0.093748,-0.003263,0.077695,-0.432373,-0.425349,-0.431929,-0.765174,507.940941
-0.287611,-1.521032,0.067803,-0.237917,-0.557858,-0.301938,-1.525227,-1.502192,-1.524021,-2.589838,500.119986
-0.287611,-0.005757,-0.259995,-0.261299,-0.810403,-0.795482,-0.010283,-0.002262,-0.01193,0.287737,479.037577
-0.287611,0.371261,0.231684,0.311863,0.291504,0.229551,0.371652,0.367086,0.371895,0.554089,511.331595
-0.287611,0.626603,0.108764,0.194981,0.183459,0.115658,0.62713,0.619938,0.626604,0.720557,504.747462
-0.287611,0.394933,0.067791,0.082541,0.246522,0.229551,0.396292,0.391466,0.395458,0.262741,506.317094
-0.287611,0.43409,0.026866,0.062403,0.107659,0.077733,0.434624,0.430281,0.434935,0.322892,506.759312
-0.287611,0.390245,0.108764,0.114311,0.120119,0.115658,0.39054,0.386625,0.389425,0.211858,502.195181
-0.287611,0.681004,0.149737,0.26169,0.007058,-0.074163,0.68003,0.673392,0.679839,0.850755,501.328236
-0.287611,0.186412,0.190759,0.145878,0.037868,0.077733,0.185761,0.184726,0.186893,-0.379227,508.948917
-0.287611,0.014135,0.190752,0.222876,0.255368,0.229583,0.01446,0.014654,0.014263,0.245926,510.439027
-0.287611,0.309007,0.108764,0.114311,0.316192,0.305479,0.310613,0.306417,0.309386,0.211858,507.074945
-0.287611,0.570669,0.231697,0.311863,0.33062,0.267525,0.571523,0.56398,0.571741,0.575676,511.331595
-0.287611,0.642302,0.272657,0.366479,0.496256,0.419372,0.644077,0.634541,0.643302,0.744388,511.559381
-0.287611,0.68639,0.231684,0.347336,-0.031964,-0.112127,0.684697,0.678272,0.684248,0.87363,499.385623
6.07685,-3.839284,-0.42384,-0.868628,-1.913748,-1.516761,-3.852203,-3.796672,-3.85335,-3.684976,465.421315
-0.287611,-0.524916,0.149739,0.146233,0.072154,0.077695,-0.52591,-0.517694,-0.525872,-0.049338,508.812343
-0.287611,0.356491,0.231684,0.288684,0.312436,0.267515,0.357146,0.35252,0.357093,0.421847,510.881591
-0.287611,0.353792,0.190711,0.189306,0.38602,0.381408,0.355515,0.350167,0.354348,0.13605,508.812343
-0.287611,0.368562,0.190711,0.211591,0.285724,0.267516,0.369465,0.364692,0.36915,0.214616,509.244539
-0.287611,0.354029,0.231684,0.323594,0.339824,0.267515,0.354682,0.35009,0.354626,0.652666,511.559381
-0.287611,0.514044,0.231684,0.323594,0.300726,0.229551,0.514571,0.508059,0.51499,0.63125,511.559381
-0.287611,0.679235,0.272657,0.390169,0.397523,0.305479,0.680232,0.67098,0.679777,0.87363,510.075485
-0.287611,-0.136217,0.149737,0.191282,0.381803,0.343444,-0.13489,-0.133532,-0.136724,0.415102,508.709151
-0.287611,0.430006,-0.259993,-0.226315,0.155859,0.115661,0.432432,0.427886,0.432193,0.444407,506.008893
-0.287611,0.221111,0.231732,0.265881,0.137837,0.115697,0.22053,0.21877,0.221142,0.182855,509.463443
1.833876,0.228736,0.272657,0.354774,0.213286,0.153623,0.228199,0.22615,0.2277,0.597878,507.436696
