@relation 'Ant15BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-2,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,1'

@attribute #BugsBinary numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute #Bugs numeric

@data
1,3686.741244,294.000295,303.169919,200.179919,186.000467,3679.703928,3675.122447,3679.908287,79.849859,203.901937,5
1,3457.43749,293.00079,301.245747,191.269443,178.001301,3449.595484,3445.070246,3450.235499,73.375745,202.484567,6
1,2520.737194,290.001012,295.548642,177.406313,168.001746,2509.629455,2504.033746,2511.122657,58.463664,197.408207,5
1,1798.434875,152.002645,152,36,36.011167,1792.361571,1792.0904,1792.540097,18,44,5
1,3478.27831,292.000216,300.986711,194.239543,180.00035,3470.670829,3466.06982,3471.258705,76.243032,204.474937,4
1,3337.709694,291.001051,297.954695,186.335719,175.001747,3329.602078,3325.048721,3330.481347,66.483081,201.437335,3
1,3584.993445,293.000036,303.725205,193.328736,176.000059,3577.332106,3573.04534,3578.154971,82,208,2
1,3498.291726,293.000014,303.990131,202.871881,186.000022,3490.958608,3486.112448,3491.283432,85.702975,208.38666,2
1,3440.244759,290.001665,293.170599,173.415686,168.002873,3432.114217,3428.032818,3432.988348,45.54119,189.931567,2
1,3407.448606,291.000865,299.774916,191.083751,177.001422,3399.61086,3395.05891,3400.368509,74.726167,204.120063,2
1,4172.300684,293.000002,305.929731,209.389589,190.000003,4166.3346,4162.123016,4166.426286,93.637599,211.206061,2
1,3674.699716,293.000057,303.463342,198.406149,182.000092,3667.518643,3663.078623,3668.02849,82.565126,207.617437,1
1,3401.556261,292.000629,296.42031,183.240279,176.001044,3393.567002,3389.059014,3394.321876,54.781384,196.725697,1
1,4091.793006,297.000001,309.762812,207.576492,188.000002,4085.328016,4081.110266,4085.514044,92.973114,211.206061,1
1,3573.033725,293.00004,302.696217,197.230829,182.000064,3565.647907,3561.087755,3566.118618,80.00625,205.565075,1
1,4108.532585,294,306.887602,206.671236,187,4102.264375,4098.10261,4102.448659,92.655275,210.297408,1
1,4054.891491,297.000002,309.480209,204.435809,185.000003,4048.229366,4044.090133,4048.555298,91.093359,210.791366,1
1,3994.057836,297.00002,308.650287,204.088216,186.000031,3987.340592,3983.098417,3987.624982,88.543774,209.57099,1
1,3668.959662,296.000029,308.240166,201.295802,182.000047,3661.526048,3657.078752,3662.036728,89.286057,210.380607,1
1,4188.543064,297,310.048383,208.002404,188,4182.227636,4178.107706,4182.409353,93.920179,211.624668,1
1,3539.066685,292.00152,298.303537,191.002618,181.002452,3531.641262,3527.088601,3532.113956,65.924199,199.551998,4
