@relation 'Ant16BugsBinary-weka.filters.unsupervised.attribute.Remove-R1-2,5-18,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,1-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.Remove-R1-4,6-10'

@attribute 'd(Qi,CBO)' numeric
@attribute #BugsBinary {0,1}

@data
0.942364,0
0.934144,0
0.975299,0
0.93413,0
0.958831,0
0.934132,0
0.975299,0
0.991766,0
0.967065,0
0.967066,0
0.991767,0
0.975302,0
0.975302,0
0.950606,0
0.991766,0
0.983533,0
0.991766,0
0.991766,0
0.958842,0
0.991766,0
0.983532,0
0.950608,0
0.96707,0
0.983532,0
0.892962,1
0.892962,1
0.975299,0
0.975299,0
0.991766,0
0.958831,0
0.975299,0
0.991766,0
0.991766,0
0.884727,0
0.892963,0
0.975299,1
0.942364,0
0.967065,0
1,0
0.950597,0
0.909429,0
0.950597,0
0.93413,0
0.991766,0
0.967065,0
0.950597,0
0.950597,0
1,0
0.991766,0
1,0
0.991766,0
0.958831,0
0.860027,0
0.950597,0
0.958831,0
0.983532,0
0.580087,1
0.810624,0
0.950597,0
0.975299,0
0.991767,0
0.975299,0
0.975299,0
0.93414,0
0.785941,1
0.785941,1
0.785941,1
0.785941,1
0.942365,0
0.884745,1
0.876512,1
0.950597,0
0.925896,0
0.909429,0
0.909444,0
0.950605,0
0.975299,0
0.810624,0
0.884734,0
0.950601,0
0.942366,0
0.942367,0
0.983533,1
0.827093,1
0.991766,1
0.991766,1
0.975299,1
0.983532,1
0.975299,1
0.917669,0
0.950601,0
0.86826,0
0.917663,0
0.860041,0
0.967065,0
0.942364,0
0.925896,0
0.925896,0
0.901196,0
0.909429,0
0.884728,0
0.810627,0
0.851792,0
0.901195,0
0.950601,0
0.958831,0
0.958831,0
0.93413,0
0.942364,1
0.950597,0
0.909429,1
0.711819,1
0.843575,0
0.950597,0
0.901202,0
0.5801,0
0.958831,0
0.80239,0
0.868276,0
1,0
0.950597,0
0.909431,0
0.73652,0
0.736532,0
0.909435,0
0.942364,0
0.514209,0
0.991766,0
0.925907,0
0.925896,0
0.80239,0
0.901213,0
0.744756,0
0.909429,0
0.92591,0
0.547165,0
0.942364,0
0.744769,0
0.843577,1
0.983532,0
0.983532,0
0.983532,0
0.983532,0
0.950614,0
0.950612,0
0.917665,0
0.950597,0
0.88474,0
0.93413,0
0.942364,0
0.975299,0
0.950597,0
0.991766,0
0.917663,0
0.958831,0
0.991766,0
0.983532,0
0.860027,0
0.934142,0
0.876511,0
0.991766,0
0.892962,1
0.892962,1
0.983532,0
0.917668,0
0.975299,0
0.991766,0
0.909444,0
0.934145,0
0.942364,0
0.950597,0
0.94238,0
0.876512,0
0.794174,0
0.925897,0
0.958831,0
0.892963,0
0.9506,0
0.925896,0
0.93413,0
0.884743,0
0.983532,1
0.909442,1
0.892974,0
0.90943,0
0.93413,0
0.958831,0
0.925897,0
0.975299,0
0.678903,0
0.925897,0
0.950597,0
0.934131,0
0.876507,1
0.876507,1
0.876507,1
0.876499,1
0.876499,1
0.942364,0
0.917663,0
0.934144,0
0.942364,0
0.983533,0
0.975299,0
0.958831,0
0.92591,0
0.711838,1
0.777708,0
0.818876,1
0.818876,1
0.876501,0
0.934131,0
0.93413,1
0.93413,1
0.967065,0
0.967065,0
0.942364,0
0.934147,0
0.901208,0
0.950598,0
0.884728,0
0.967065,0
0.93413,0
0.892961,0
0.818872,0
0.90944,0
0.720056,1
0.720056,1
0.843568,0
0.950599,0
0.967065,0
0.942364,0
0.950598,0
0.93413,0
0.88474,0
0.967065,0
0.942364,0
0.917665,0
0.958831,0
0.917662,1
0.975299,0
0.769458,0
0.860027,1
0.909445,0
0.975299,0
0.975299,0
0.958831,0
0.967065,0
0.983532,0
0.983532,0
0.991766,0
0.958831,1
0.967065,0
0.975299,0
0.86826,0
0.967065,0
0.991766,0
0.958831,0
0.942376,0
0.835339,0
0.958831,0
0.967065,0
0.884727,0
0.975299,0
0.975299,0
0.967065,0
0.958831,0
0.950597,0
0.967065,0
0.967065,0
0.967065,0
0.975299,0
0.975299,0
0.835325,0
0.835325,0
0.975299,0
0.851798,1
0.851798,1
0.950614,0
0.91768,0
0.925912,0
0.925913,1
0.950615,0
0.942381,0
0.934147,0
0.925914,1
0.810642,0
0.892961,0
0.967065,0
0.876508,0
0.909429,1
0.91768,0
0.958831,0
0.958831,0
0.958831,0
0.958831,0
0.884745,0
0.942364,0
0.93413,0
0.909429,0
0.860035,1
0.86003,0
0.892961,0
0.950598,1
-0.13624,0
0.736524,0
0.843564,1
0.843564,1
0.975301,1
0.810631,1
-0.05392,0
-0.663118,1
0.975299,0
0.967065,0
0.884728,0
1,0
0.3413,0
0.958832,0
0.917663,0
0.991766,0
0.761236,1
0.761236,1
0.761236,1
0.761236,1
0.975299,0
0.975299,0
0.958831,0
0.93413,0
0.942364,1
0.851792,0
0.860029,0
0.917663,0
0.958831,0
0.876494,0
0.851793,0
0.950597,0
0.958831,0
0.950597,0
0.958831,0
0.975299,0
1,0
0.942364,0
0.958831,0
0.925896,0
0.950597,0
0.950597,0
0.967065,0
0.967065,0
0.958831,1
0.975299,1
0.843559,0
0.884727,0
0.835325,0
0.967065,0
0.983532,0
0.967065,0
0.695364,0
0.967067,1
0.967066,0
0.983532,0
0.892961,0
0.82711,0
0.958831,0
0.925896,0
-1,0
0.901195,0
0.90943,0
0.802404,1
